,id,date,speed,date_year,date_month,date_day,date_weekday,date_hour,date_quarter,date_weekofyear,date_dayofyear,a/pm,hour_section,work_hour,holiday
4114,4114,2017-06-21 19:00:00,22.90007275,2017,6,21,2,19,2,25,172,1,4,4,0
4115,4115,2017-06-21 20:00:00,31.85953494,2017,6,21,2,20,2,25,172,1,4,4,0
4116,4116,2017-06-21 21:00:00,45.78018206,2017,6,21,2,21,2,25,172,1,4,4,0
4117,4117,2017-06-21 22:00:00,40.82452266,2017,6,21,2,22,2,25,172,1,4,4,0
4118,4118,2017-06-21 23:00:00,45.38545394,2017,6,21,2,23,2,25,172,1,4,4,0
4119,4119,2017-06-22 00:00:00,46.50324136,2017,6,22,3,0,2,25,173,0,4,4,0
4120,4120,2017-06-22 01:00:00,48.37376603,2017,6,22,3,1,2,25,173,0,1,1,0
4121,4121,2017-06-22 02:00:00,48.34157914,2017,6,22,3,2,2,25,173,0,1,1,0
4122,4122,2017-06-22 03:00:00,47.2576342,2017,6,22,3,3,2,25,173,0,1,1,0
4123,4123,2017-06-22 04:00:00,48.19363214,2017,6,22,3,4,2,25,173,0,1,1,0
4124,4124,2017-06-22 05:00:00,49.26588954,2017,6,22,3,5,2,25,173,0,1,1,0
4125,4125,2017-06-22 06:00:00,42.64243733,2017,6,22,3,6,2,25,173,0,1,1,0
4126,4126,2017-06-22 07:00:00,23.17754037,2017,6,22,3,7,2,25,173,0,2,2,0
4127,4127,2017-06-22 08:00:00,13.00410497,2017,6,22,3,8,2,25,173,0,2,2,0
4128,4128,2017-06-22 09:00:00,14.0785005,2017,6,22,3,9,2,25,173,0,2,2,0
4129,4129,2017-06-22 10:00:00,28.2631179,2017,6,22,3,10,2,25,173,0,2,2,0
4130,4130,2017-06-22 11:00:00,24.4727729,2017,6,22,3,11,2,25,173,0,2,2,0
4131,4131,2017-06-22 12:00:00,12.72931238,2017,6,22,3,12,2,25,173,1,2,2,0
4132,4132,2017-06-22 13:00:00,14.39170503,2017,6,22,3,13,2,25,173,1,3,3,0
4133,4133,2017-06-22 14:00:00,17.43542033,2017,6,22,3,14,2,25,173,1,3,3,0
4134,4134,2017-06-22 15:00:00,14.6060093,2017,6,22,3,15,2,25,173,1,3,3,0
4135,4135,2017-06-22 16:00:00,7.882958038,2017,6,22,3,16,2,25,173,1,3,3,0
4136,4136,2017-06-22 17:00:00,8.631852412999999,2017,6,22,3,17,2,25,173,1,3,3,0
4137,4137,2017-06-22 18:00:00,10.00863353,2017,6,22,3,18,2,25,173,1,3,3,0
4138,4138,2017-06-22 19:00:00,13.64790113,2017,6,22,3,19,2,25,173,1,4,4,0
4139,4139,2017-06-22 20:00:00,31.53739488,2017,6,22,3,20,2,25,173,1,4,4,0
4140,4140,2017-06-22 21:00:00,43.91041991,2017,6,22,3,21,2,25,173,1,4,4,0
4141,4141,2017-06-22 22:00:00,37.50666697,2017,6,22,3,22,2,25,173,1,4,4,0
4142,4142,2017-06-22 23:00:00,41.32217874,2017,6,22,3,23,2,25,173,1,4,4,0
4143,4143,2017-06-23 00:00:00,46.87532923,2017,6,23,4,0,2,25,174,0,4,4,0
4144,4144,2017-06-23 01:00:00,49.93783318,2017,6,23,4,1,2,25,174,0,1,1,0
4145,4145,2017-06-23 02:00:00,45.52858669,2017,6,23,4,2,2,25,174,0,1,1,0
4146,4146,2017-06-23 03:00:00,47.76134824,2017,6,23,4,3,2,25,174,0,1,1,0
4147,4147,2017-06-23 04:00:00,47.72311212,2017,6,23,4,4,2,25,174,0,1,1,0
4148,4148,2017-06-23 05:00:00,47.33738444,2017,6,23,4,5,2,25,174,0,1,1,0
4149,4149,2017-06-23 06:00:00,44.90250126,2017,6,23,4,6,2,25,174,0,1,1,0
4150,4150,2017-06-23 07:00:00,20.97997566,2017,6,23,4,7,2,25,174,0,2,2,0
4151,4151,2017-06-23 08:00:00,11.04237769,2017,6,23,4,8,2,25,174,0,2,2,0
4152,4152,2017-06-23 09:00:00,17.08446786,2017,6,23,4,9,2,25,174,0,2,2,0
4153,4153,2017-06-23 10:00:00,21.61863753,2017,6,23,4,10,2,25,174,0,2,2,0
4154,4154,2017-06-23 11:00:00,27.12081467,2017,6,23,4,11,2,25,174,0,2,2,0
4155,4155,2017-06-23 12:00:00,14.01818525,2017,6,23,4,12,2,25,174,1,2,2,0
4156,4156,2017-06-23 13:00:00,14.07868637,2017,6,23,4,13,2,25,174,1,3,3,0
4157,4157,2017-06-23 14:00:00,12.1901019,2017,6,23,4,14,2,25,174,1,3,3,0
4158,4158,2017-06-23 15:00:00,18.27268967,2017,6,23,4,15,2,25,174,1,3,3,0
4159,4159,2017-06-23 16:00:00,17.63161482,2017,6,23,4,16,2,25,174,1,3,3,0
4160,4160,2017-06-23 17:00:00,12.28650057,2017,6,23,4,17,2,25,174,1,3,3,0
4161,4161,2017-06-23 18:00:00,12.11395789,2017,6,23,4,18,2,25,174,1,3,3,0
4162,4162,2017-06-23 19:00:00,21.16243028,2017,6,23,4,19,2,25,174,1,4,4,0
4163,4163,2017-06-23 20:00:00,37.75783226,2017,6,23,4,20,2,25,174,1,4,4,0
4164,4164,2017-06-23 21:00:00,43.96360476,2017,6,23,4,21,2,25,174,1,4,4,0
4165,4165,2017-06-23 22:00:00,30.89950791,2017,6,23,4,22,2,25,174,1,4,4,0
4166,4166,2017-06-23 23:00:00,37.60536881,2017,6,23,4,23,2,25,174,1,4,4,0
4167,4167,2017-06-24 00:00:00,46.33498864,2017,6,24,5,0,2,25,175,0,4,4,0
4168,4168,2017-06-24 01:00:00,50.94835386,2017,6,24,5,1,2,25,175,0,1,1,0
4169,4169,2017-06-24 02:00:00,45.07200098,2017,6,24,5,2,2,25,175,0,1,1,0
4170,4170,2017-06-24 03:00:00,47.70357386,2017,6,24,5,3,2,25,175,0,1,1,0
4171,4171,2017-06-24 04:00:00,49.25243489,2017,6,24,5,4,2,25,175,0,1,1,0
4172,4172,2017-06-24 05:00:00,47.15991723,2017,6,24,5,5,2,25,175,0,1,1,0
4173,4173,2017-06-24 06:00:00,48.95127509,2017,6,24,5,6,2,25,175,0,1,1,0
4174,4174,2017-06-24 07:00:00,39.25333777,2017,6,24,5,7,2,25,175,0,2,2,0
4175,4175,2017-06-24 08:00:00,28.433951300000004,2017,6,24,5,8,2,25,175,0,2,2,0
4176,4176,2017-06-24 09:00:00,25.82934547,2017,6,24,5,9,2,25,175,0,2,2,0
4177,4177,2017-06-24 10:00:00,26.17594291,2017,6,24,5,10,2,25,175,0,2,2,0
4178,4178,2017-06-24 11:00:00,17.2483497,2017,6,24,5,11,2,25,175,0,2,2,0
4179,4179,2017-06-24 12:00:00,12.8765883,2017,6,24,5,12,2,25,175,1,2,2,0
4180,4180,2017-06-24 13:00:00,11.70869931,2017,6,24,5,13,2,25,175,1,3,3,0
4181,4181,2017-06-24 14:00:00,17.29809339,2017,6,24,5,14,2,25,175,1,3,3,0
4182,4182,2017-06-24 15:00:00,15.78460612,2017,6,24,5,15,2,25,175,1,3,3,0
4183,4183,2017-06-24 16:00:00,16.80199995,2017,6,24,5,16,2,25,175,1,3,3,0
4184,4184,2017-06-24 17:00:00,14.82035848,2017,6,24,5,17,2,25,175,1,3,3,0
4185,4185,2017-06-24 18:00:00,10.09879318,2017,6,24,5,18,2,25,175,1,3,3,0
4186,4186,2017-06-24 19:00:00,30.08400136,2017,6,24,5,19,2,25,175,1,4,4,0
4187,4187,2017-06-24 20:00:00,36.36751144,2017,6,24,5,20,2,25,175,1,4,4,0
4188,4188,2017-06-24 21:00:00,37.90129199,2017,6,24,5,21,2,25,175,1,4,4,0
4189,4189,2017-06-24 22:00:00,33.34084715,2017,6,24,5,22,2,25,175,1,4,4,0
4190,4190,2017-06-24 23:00:00,40.95298315,2017,6,24,5,23,2,25,175,1,4,4,0
4191,4191,2017-06-25 00:00:00,46.6061326,2017,6,25,6,0,2,25,176,0,4,4,1
4192,4192,2017-06-25 01:00:00,43.92545507,2017,6,25,6,1,2,25,176,0,1,1,1
4193,4193,2017-06-25 02:00:00,46.84378266,2017,6,25,6,2,2,25,176,0,1,1,1
4194,4194,2017-06-25 03:00:00,45.88582697,2017,6,25,6,3,2,25,176,0,1,1,1
4195,4195,2017-06-25 04:00:00,44.52113638,2017,6,25,6,4,2,25,176,0,1,1,1
4196,4196,2017-06-25 05:00:00,43.27683599,2017,6,25,6,5,2,25,176,0,1,1,1
4197,4197,2017-06-25 06:00:00,46.48239056,2017,6,25,6,6,2,25,176,0,1,1,1
4198,4198,2017-06-25 07:00:00,44.158377200000004,2017,6,25,6,7,2,25,176,0,2,2,1
4199,4199,2017-06-25 08:00:00,41.36127827,2017,6,25,6,8,2,25,176,0,2,2,1
4200,4200,2017-06-25 09:00:00,40.18812784,2017,6,25,6,9,2,25,176,0,2,2,1
4201,4201,2017-06-25 10:00:00,38.07166499,2017,6,25,6,10,2,25,176,0,2,2,1
4202,4202,2017-06-25 11:00:00,38.18478813,2017,6,25,6,11,2,25,176,0,2,2,1
4203,4203,2017-06-25 12:00:00,41.59802627,2017,6,25,6,12,2,25,176,1,2,2,1
4204,4204,2017-06-25 13:00:00,39.88754979,2017,6,25,6,13,2,25,176,1,3,3,1
4205,4205,2017-06-25 14:00:00,41.42215933,2017,6,25,6,14,2,25,176,1,3,3,1
4206,4206,2017-06-25 15:00:00,35.96895128,2017,6,25,6,15,2,25,176,1,3,3,1
4207,4207,2017-06-25 16:00:00,32.44875726,2017,6,25,6,16,2,25,176,1,3,3,1
4208,4208,2017-06-25 17:00:00,42.16431763,2017,6,25,6,17,2,25,176,1,3,3,1
4209,4209,2017-06-25 18:00:00,38.47262405,2017,6,25,6,18,2,25,176,1,3,3,1
4210,4210,2017-06-25 19:00:00,42.48986695,2017,6,25,6,19,2,25,176,1,4,4,1
4211,4211,2017-06-25 20:00:00,41.85494073,2017,6,25,6,20,2,25,176,1,4,4,1
4212,4212,2017-06-25 21:00:00,33.3359814,2017,6,25,6,21,2,25,176,1,4,4,1
4213,4213,2017-06-25 22:00:00,31.95379556,2017,6,25,6,22,2,25,176,1,4,4,1
4214,4214,2017-06-25 23:00:00,43.39314475,2017,6,25,6,23,2,25,176,1,4,4,1
4215,4215,2017-06-26 00:00:00,48.03442879999999,2017,6,26,0,0,2,26,177,0,4,4,0
4216,4216,2017-06-26 01:00:00,47.57375471,2017,6,26,0,1,2,26,177,0,1,1,0
4217,4217,2017-06-26 02:00:00,49.08942423,2017,6,26,0,2,2,26,177,0,1,1,0
4218,4218,2017-06-26 03:00:00,45.6347884,2017,6,26,0,3,2,26,177,0,1,1,0
4219,4219,2017-06-26 04:00:00,45.78298074,2017,6,26,0,4,2,26,177,0,1,1,0
4220,4220,2017-06-26 05:00:00,47.57491688,2017,6,26,0,5,2,26,177,0,1,1,0
4221,4221,2017-06-26 06:00:00,44.6783654,2017,6,26,0,6,2,26,177,0,1,1,0
4222,4222,2017-06-26 07:00:00,28.48382644,2017,6,26,0,7,2,26,177,0,2,2,0
4223,4223,2017-06-26 08:00:00,14.68383018,2017,6,26,0,8,2,26,177,0,2,2,0
4224,4224,2017-06-26 09:00:00,19.60211787,2017,6,26,0,9,2,26,177,0,2,2,0
4225,4225,2017-06-26 10:00:00,27.27852277,2017,6,26,0,10,2,26,177,0,2,2,0
4226,4226,2017-06-26 11:00:00,18.41654511,2017,6,26,0,11,2,26,177,0,2,2,0
4227,4227,2017-06-26 12:00:00,14.30333081,2017,6,26,0,12,2,26,177,1,2,2,0
4228,4228,2017-06-26 13:00:00,13.14671272,2017,6,26,0,13,2,26,177,1,3,3,0
4229,4229,2017-06-26 14:00:00,11.04788849,2017,6,26,0,14,2,26,177,1,3,3,0
4230,4230,2017-06-26 15:00:00,18.84434569,2017,6,26,0,15,2,26,177,1,3,3,0
4231,4231,2017-06-26 16:00:00,14.64436463,2017,6,26,0,16,2,26,177,1,3,3,0
4232,4232,2017-06-26 17:00:00,8.745899945,2017,6,26,0,17,2,26,177,1,3,3,0
4233,4233,2017-06-26 18:00:00,8.349575659,2017,6,26,0,18,2,26,177,1,3,3,0
4234,4234,2017-06-26 19:00:00,25.22721402,2017,6,26,0,19,2,26,177,1,4,4,0
4235,4235,2017-06-26 20:00:00,24.81282356,2017,6,26,0,20,2,26,177,1,4,4,0
4236,4236,2017-06-26 21:00:00,25.12025528,2017,6,26,0,21,2,26,177,1,4,4,0
4237,4237,2017-06-26 22:00:00,31.58186597,2017,6,26,0,22,2,26,177,1,4,4,0
4238,4238,2017-06-26 23:00:00,46.50799338,2017,6,26,0,23,2,26,177,1,4,4,0
4239,4239,2017-06-27 00:00:00,46.69640103,2017,6,27,1,0,2,26,178,0,4,4,0
4240,4240,2017-06-27 01:00:00,49.2516323,2017,6,27,1,1,2,26,178,0,1,1,0
4241,4241,2017-06-27 02:00:00,46.08380818,2017,6,27,1,2,2,26,178,0,1,1,0
4242,4242,2017-06-27 03:00:00,48.17340547,2017,6,27,1,3,2,26,178,0,1,1,0
4243,4243,2017-06-27 04:00:00,47.87444287,2017,6,27,1,4,2,26,178,0,1,1,0
4244,4244,2017-06-27 05:00:00,46.19699983,2017,6,27,1,5,2,26,178,0,1,1,0
4245,4245,2017-06-27 06:00:00,44.81357391,2017,6,27,1,6,2,26,178,0,1,1,0
4246,4246,2017-06-27 07:00:00,22.28897111,2017,6,27,1,7,2,26,178,0,2,2,0
4247,4247,2017-06-27 08:00:00,12.07614694,2017,6,27,1,8,2,26,178,0,2,2,0
4248,4248,2017-06-27 09:00:00,11.61833839,2017,6,27,1,9,2,26,178,0,2,2,0
4249,4249,2017-06-27 10:00:00,17.60127707,2017,6,27,1,10,2,26,178,0,2,2,0
4250,4250,2017-06-27 11:00:00,28.78895939,2017,6,27,1,11,2,26,178,0,2,2,0
4251,4251,2017-06-27 12:00:00,14.929125899999999,2017,6,27,1,12,2,26,178,1,2,2,0
4252,4252,2017-06-27 13:00:00,11.87721337,2017,6,27,1,13,2,26,178,1,3,3,0
4253,4253,2017-06-27 14:00:00,11.93743215,2017,6,27,1,14,2,26,178,1,3,3,0
4254,4254,2017-06-27 15:00:00,17.983956,2017,6,27,1,15,2,26,178,1,3,3,0
4255,4255,2017-06-27 16:00:00,17.94517422,2017,6,27,1,16,2,26,178,1,3,3,0
4256,4256,2017-06-27 17:00:00,13.87427413,2017,6,27,1,17,2,26,178,1,3,3,0
4257,4257,2017-06-27 18:00:00,7.833813799999999,2017,6,27,1,18,2,26,178,1,3,3,0
4258,4258,2017-06-27 19:00:00,25.18010172,2017,6,27,1,19,2,26,178,1,4,4,0
4259,4259,2017-06-27 20:00:00,21.46550799,2017,6,27,1,20,2,26,178,1,4,4,0
4260,4260,2017-06-27 21:00:00,40.92966142,2017,6,27,1,21,2,26,178,1,4,4,0
4261,4261,2017-06-27 22:00:00,37.21985589,2017,6,27,1,22,2,26,178,1,4,4,0
4262,4262,2017-06-27 23:00:00,44.52564374,2017,6,27,1,23,2,26,178,1,4,4,0
4263,4263,2017-06-28 00:00:00,49.04708496,2017,6,28,2,0,2,26,179,0,4,4,0
4264,4264,2017-06-28 01:00:00,46.43474683,2017,6,28,2,1,2,26,179,0,1,1,0
4265,4265,2017-06-28 02:00:00,47.01386697,2017,6,28,2,2,2,26,179,0,1,1,0
4266,4266,2017-06-28 03:00:00,49.61523709,2017,6,28,2,3,2,26,179,0,1,1,0
4267,4267,2017-06-28 04:00:00,46.66229905,2017,6,28,2,4,2,26,179,0,1,1,0
4268,4268,2017-06-28 05:00:00,49.74131319,2017,6,28,2,5,2,26,179,0,1,1,0
4269,4269,2017-06-28 06:00:00,46.038569200000005,2017,6,28,2,6,2,26,179,0,1,1,0
4270,4270,2017-06-28 07:00:00,25.41369126,2017,6,28,2,7,2,26,179,0,2,2,0
4271,4271,2017-06-28 08:00:00,12.98470884,2017,6,28,2,8,2,26,179,0,2,2,0
4272,4272,2017-06-28 09:00:00,11.79097775,2017,6,28,2,9,2,26,179,0,2,2,0
4273,4273,2017-06-28 10:00:00,28.47712536,2017,6,28,2,10,2,26,179,0,2,2,0
4274,4274,2017-06-28 11:00:00,25.01822783,2017,6,28,2,11,2,26,179,0,2,2,0
4275,4275,2017-06-28 12:00:00,17.14575672,2017,6,28,2,12,2,26,179,1,2,2,0
4276,4276,2017-06-28 13:00:00,16.896200699999998,2017,6,28,2,13,2,26,179,1,3,3,0
4277,4277,2017-06-28 14:00:00,10.87864185,2017,6,28,2,14,2,26,179,1,3,3,0
4278,4278,2017-06-28 15:00:00,14.11120302,2017,6,28,2,15,2,26,179,1,3,3,0
4279,4279,2017-06-28 16:00:00,13.81952114,2017,6,28,2,16,2,26,179,1,3,3,0
4280,4280,2017-06-28 17:00:00,7.826405621,2017,6,28,2,17,2,26,179,1,3,3,0
4281,4281,2017-06-28 18:00:00,8.466215757,2017,6,28,2,18,2,26,179,1,3,3,0
4282,4282,2017-06-28 19:00:00,22.30203911,2017,6,28,2,19,2,26,179,1,4,4,0
4283,4283,2017-06-28 20:00:00,31.46746709,2017,6,28,2,20,2,26,179,1,4,4,0
4284,4284,2017-06-28 21:00:00,40.34539053,2017,6,28,2,21,2,26,179,1,4,4,0
4285,4285,2017-06-28 22:00:00,38.34053543,2017,6,28,2,22,2,26,179,1,4,4,0
4286,4286,2017-06-28 23:00:00,43.16454048,2017,6,28,2,23,2,26,179,1,4,4,0
4287,4287,2017-06-29 00:00:00,46.99664061,2017,6,29,3,0,2,26,180,0,4,4,0
4288,4288,2017-06-29 01:00:00,45.82037352,2017,6,29,3,1,2,26,180,0,1,1,0
4289,4289,2017-06-29 02:00:00,48.09803675,2017,6,29,3,2,2,26,180,0,1,1,0
4290,4290,2017-06-29 03:00:00,47.44991346,2017,6,29,3,3,2,26,180,0,1,1,0
4291,4291,2017-06-29 04:00:00,45.88291111,2017,6,29,3,4,2,26,180,0,1,1,0
4292,4292,2017-06-29 05:00:00,47.191038899999995,2017,6,29,3,5,2,26,180,0,1,1,0
4293,4293,2017-06-29 06:00:00,44.42416534,2017,6,29,3,6,2,26,180,0,1,1,0
4294,4294,2017-06-29 07:00:00,30.03501569,2017,6,29,3,7,2,26,180,0,2,2,0
4295,4295,2017-06-29 08:00:00,13.28532231,2017,6,29,3,8,2,26,180,0,2,2,0
4296,4296,2017-06-29 09:00:00,18.76371634,2017,6,29,3,9,2,26,180,0,2,2,0
4297,4297,2017-06-29 10:00:00,30.869312199999996,2017,6,29,3,10,2,26,180,0,2,2,0
4298,4298,2017-06-29 11:00:00,18.57918228,2017,6,29,3,11,2,26,180,0,2,2,0
4299,4299,2017-06-29 12:00:00,15.44106756,2017,6,29,3,12,2,26,180,1,2,2,0
4300,4300,2017-06-29 13:00:00,20.11114407,2017,6,29,3,13,2,26,180,1,3,3,0
4301,4301,2017-06-29 14:00:00,28.27273804,2017,6,29,3,14,2,26,180,1,3,3,0
4302,4302,2017-06-29 15:00:00,24.37300498,2017,6,29,3,15,2,26,180,1,3,3,0
4303,4303,2017-06-29 16:00:00,19.6772448,2017,6,29,3,16,2,26,180,1,3,3,0
4304,4304,2017-06-29 17:00:00,19.62451837,2017,6,29,3,17,2,26,180,1,3,3,0
4305,4305,2017-06-29 18:00:00,7.240056822000001,2017,6,29,3,18,2,26,180,1,3,3,0
4306,4306,2017-06-29 19:00:00,19.59831902,2017,6,29,3,19,2,26,180,1,4,4,0
4307,4307,2017-06-29 20:00:00,40.24029499,2017,6,29,3,20,2,26,180,1,4,4,0
4308,4308,2017-06-29 21:00:00,44.1312852,2017,6,29,3,21,2,26,180,1,4,4,0
4309,4309,2017-06-29 22:00:00,38.32398464,2017,6,29,3,22,2,26,180,1,4,4,0
4310,4310,2017-06-29 23:00:00,42.29478942,2017,6,29,3,23,2,26,180,1,4,4,0
4311,4311,2017-06-30 00:00:00,48.56576665,2017,6,30,4,0,2,26,181,0,4,4,0
4312,4312,2017-06-30 01:00:00,49.72312776,2017,6,30,4,1,2,26,181,0,1,1,0
4313,4313,2017-06-30 02:00:00,47.63034774,2017,6,30,4,2,2,26,181,0,1,1,0
4314,4314,2017-06-30 03:00:00,49.53369268,2017,6,30,4,3,2,26,181,0,1,1,0
4315,4315,2017-06-30 04:00:00,48.07695433,2017,6,30,4,4,2,26,181,0,1,1,0
4316,4316,2017-06-30 05:00:00,47.8297771,2017,6,30,4,5,2,26,181,0,1,1,0
4317,4317,2017-06-30 06:00:00,43.83267584,2017,6,30,4,6,2,26,181,0,1,1,0
4318,4318,2017-06-30 07:00:00,27.47361706,2017,6,30,4,7,2,26,181,0,2,2,0
4319,4319,2017-06-30 08:00:00,19.53318468,2017,6,30,4,8,2,26,181,0,2,2,0
4320,4320,2017-06-30 09:00:00,13.55792671,2017,6,30,4,9,2,26,181,0,2,2,0
4321,4321,2017-06-30 10:00:00,19.892680300000002,2017,6,30,4,10,2,26,181,0,2,2,0
4322,4322,2017-06-30 11:00:00,21.00346305,2017,6,30,4,11,2,26,181,0,2,2,0
4323,4323,2017-06-30 12:00:00,14.137058999999999,2017,6,30,4,12,2,26,181,1,2,2,0
4324,4324,2017-06-30 13:00:00,21.18603272,2017,6,30,4,13,2,26,181,1,3,3,0
4325,4325,2017-06-30 14:00:00,17.4143187,2017,6,30,4,14,2,26,181,1,3,3,0
4326,4326,2017-06-30 15:00:00,14.2052584,2017,6,30,4,15,2,26,181,1,3,3,0
4327,4327,2017-06-30 16:00:00,18.58843953,2017,6,30,4,16,2,26,181,1,3,3,0
4328,4328,2017-06-30 17:00:00,14.42040697,2017,6,30,4,17,2,26,181,1,3,3,0
4329,4329,2017-06-30 18:00:00,14.435176199999999,2017,6,30,4,18,2,26,181,1,3,3,0
4330,4330,2017-06-30 19:00:00,15.64414646,2017,6,30,4,19,2,26,181,1,4,4,0
4331,4331,2017-06-30 20:00:00,22.1927376,2017,6,30,4,20,2,26,181,1,4,4,0
4332,4332,2017-06-30 21:00:00,35.48030882,2017,6,30,4,21,2,26,181,1,4,4,0
4333,4333,2017-06-30 22:00:00,30.87402342,2017,6,30,4,22,2,26,181,1,4,4,0
4334,4334,2017-06-30 23:00:00,20.08239072,2017,6,30,4,23,2,26,181,1,4,4,0
4335,4335,2017-07-01 00:00:00,47.95754857,2017,7,1,5,0,3,26,182,0,4,4,1
4336,4336,2017-07-01 01:00:00,50.43462718,2017,7,1,5,1,3,26,182,0,1,1,1
4337,4337,2017-07-01 02:00:00,48.91757486,2017,7,1,5,2,3,26,182,0,1,1,1
4338,4338,2017-07-01 03:00:00,51.07019628,2017,7,1,5,3,3,26,182,0,1,1,1
4339,4339,2017-07-01 04:00:00,47.720025,2017,7,1,5,4,3,26,182,0,1,1,1
4340,4340,2017-07-01 05:00:00,48.28292161,2017,7,1,5,5,3,26,182,0,1,1,1
4341,4341,2017-07-01 06:00:00,48.52536594,2017,7,1,5,6,3,26,182,0,1,1,1
4342,4342,2017-07-01 07:00:00,42.86109478,2017,7,1,5,7,3,26,182,0,2,2,1
4343,4343,2017-07-01 08:00:00,36.9018377,2017,7,1,5,8,3,26,182,0,2,2,1
4344,4344,2017-07-01 09:00:00,40.25726196,2017,7,1,5,9,3,26,182,0,2,2,1
4345,4345,2017-07-01 10:00:00,42.97695077,2017,7,1,5,10,3,26,182,0,2,2,1
4346,4346,2017-07-01 11:00:00,42.03082227,2017,7,1,5,11,3,26,182,0,2,2,1
4347,4347,2017-07-01 12:00:00,39.225116299999996,2017,7,1,5,12,3,26,182,1,2,2,1
4348,4348,2017-07-01 13:00:00,35.4570047,2017,7,1,5,13,3,26,182,1,3,3,1
4349,4349,2017-07-01 14:00:00,35.93452791,2017,7,1,5,14,3,26,182,1,3,3,1
4350,4350,2017-07-01 15:00:00,41.55610259,2017,7,1,5,15,3,26,182,1,3,3,1
4351,4351,2017-07-01 16:00:00,42.86663322,2017,7,1,5,16,3,26,182,1,3,3,1
4352,4352,2017-07-01 17:00:00,34.20280388,2017,7,1,5,17,3,26,182,1,3,3,1
4353,4353,2017-07-01 18:00:00,19.56188607,2017,7,1,5,18,3,26,182,1,3,3,1
4354,4354,2017-07-01 19:00:00,20.95333836,2017,7,1,5,19,3,26,182,1,4,4,1
4355,4355,2017-07-01 20:00:00,41.06812887,2017,7,1,5,20,3,26,182,1,4,4,1
4356,4356,2017-07-01 21:00:00,39.28135938,2017,7,1,5,21,3,26,182,1,4,4,1
4357,4357,2017-07-01 22:00:00,38.05212392,2017,7,1,5,22,3,26,182,1,4,4,1
4358,4358,2017-07-01 23:00:00,34.54525884,2017,7,1,5,23,3,26,182,1,4,4,1
4359,4359,2017-07-02 00:00:00,44.27685516,2017,7,2,6,0,3,26,183,0,4,4,1
4360,4360,2017-07-02 01:00:00,47.13601009,2017,7,2,6,1,3,26,183,0,1,1,1
4361,4361,2017-07-02 02:00:00,47.74839081,2017,7,2,6,2,3,26,183,0,1,1,1
4362,4362,2017-07-02 03:00:00,49.942035,2017,7,2,6,3,3,26,183,0,1,1,1
4363,4363,2017-07-02 04:00:00,48.84433777,2017,7,2,6,4,3,26,183,0,1,1,1
4364,4364,2017-07-02 05:00:00,45.5091575,2017,7,2,6,5,3,26,183,0,1,1,1
4365,4365,2017-07-02 06:00:00,45.88740052,2017,7,2,6,6,3,26,183,0,1,1,1
4366,4366,2017-07-02 07:00:00,43.01355942,2017,7,2,6,7,3,26,183,0,2,2,1
4367,4367,2017-07-02 08:00:00,43.02630895,2017,7,2,6,8,3,26,183,0,2,2,1
4368,4368,2017-07-02 09:00:00,45.73467266,2017,7,2,6,9,3,26,183,0,2,2,1
4369,4369,2017-07-02 10:00:00,46.22677503,2017,7,2,6,10,3,26,183,0,2,2,1
4370,4370,2017-07-02 11:00:00,43.36479757,2017,7,2,6,11,3,26,183,0,2,2,1
4371,4371,2017-07-02 12:00:00,41.34483847,2017,7,2,6,12,3,26,183,1,2,2,1
4372,4372,2017-07-02 13:00:00,40.5299323,2017,7,2,6,13,3,26,183,1,3,3,1
4373,4373,2017-07-02 14:00:00,42.41616462,2017,7,2,6,14,3,26,183,1,3,3,1
4374,4374,2017-07-02 15:00:00,42.00613888,2017,7,2,6,15,3,26,183,1,3,3,1
4375,4375,2017-07-02 16:00:00,41.33561959,2017,7,2,6,16,3,26,183,1,3,3,1
4376,4376,2017-07-02 17:00:00,44.53384107,2017,7,2,6,17,3,26,183,1,3,3,1
4377,4377,2017-07-02 18:00:00,37.41483741,2017,7,2,6,18,3,26,183,1,3,3,1
4378,4378,2017-07-02 19:00:00,41.04338764,2017,7,2,6,19,3,26,183,1,4,4,1
4379,4379,2017-07-02 20:00:00,44.27526558,2017,7,2,6,20,3,26,183,1,4,4,1
4380,4380,2017-07-02 21:00:00,34.908498200000004,2017,7,2,6,21,3,26,183,1,4,4,1
4381,4381,2017-07-02 22:00:00,33.34792346,2017,7,2,6,22,3,26,183,1,4,4,1
4382,4382,2017-07-02 23:00:00,44.91283826,2017,7,2,6,23,3,26,183,1,4,4,1
4383,4383,2017-07-03 00:00:00,48.74237117,2017,7,3,0,0,3,27,184,0,4,4,0
4384,4384,2017-07-03 01:00:00,46.88270557,2017,7,3,0,1,3,27,184,0,1,1,0
4385,4385,2017-07-03 02:00:00,46.00971063,2017,7,3,0,2,3,27,184,0,1,1,0
4386,4386,2017-07-03 03:00:00,46.23742459,2017,7,3,0,3,3,27,184,0,1,1,0
4387,4387,2017-07-03 04:00:00,44.35102303,2017,7,3,0,4,3,27,184,0,1,1,0
4388,4388,2017-07-03 05:00:00,47.04541269,2017,7,3,0,5,3,27,184,0,1,1,0
4389,4389,2017-07-03 06:00:00,45.17773289,2017,7,3,0,6,3,27,184,0,1,1,0
4390,4390,2017-07-03 07:00:00,29.09014828,2017,7,3,0,7,3,27,184,0,2,2,0
